sci_name|genus|subgenus|specific_epithet|subspecies|original_name_combination
Sapajus_apella|Sapajus|NA|apella|_S. a. apella_ (Linnaeus, 1758) (synonyms: _buffonii_ (Lesson, 1840), _fistulator_ (Reichenbach, 1862), _fulvus_ (Kerr, 1792), _galeritus_ (Brünnich, 1782), _griseus_ (Desmarest, 1821), _trepidus_ (Linnaeus, 1766)); _S. a. fatuellus_ (Linnaeus, 1766) (synonyms: _cornutus_ (Daudin, 1802)); _S. a. juruanus_ (Lönnberg, 1939); _S. a. macrocephalus_ (Spix, 1823); _S. a. margaritae_ (Hollister, 1914); _S. a. peruanus_ (Thomas, 1901) (synonyms: _magnus_ (Pusch, 1942)); _S. a. tocantinus_ (Lönnberg, 1939)|Simia Apella
Sapajus_nigritus|Sapajus|NA|nigritus|_S. n. cucullatus_ (Spix, 1823) (synonyms: _caliginosus_ (Elliot, 1910), _vellerosus_ (Geoffroy Saint-Hilaire, 1851)); _S. n. nigritus_ (Goldfuss, 1809) (synonyms: _xanthocephalus_ (Spix, 1823))|Cercopithecus nigritus
Saimiri_boliviensis|Saimiri|NA|boliviensis|_S. b. boliviensis_ (d'Orbigny, 1834) (synonyms: _entomophagus_ (d'Orbigny, 1835), _jaburuensis_ Lönnberg, 1940, _nigriceps_ Thomas, 1902, _pluvialis_ Lönnberg, 1940); _S. b. peruviensis_ Hershkovitz, 1984|Callithrix boliviensis
Saimiri_cassiquiarensis|Saimiri|NA|cassiquiarensis|_S. c. albigena_ (Pusch, 1942); _S. c. cassiquiarensis_ (Lesson, 1840) (synonyms: _codajazensis_ Lönnberg, 1940, _lunulatus_ Geoffroy Saint-Hilaire, 1843)|Simia sciurea cassiquiarensis
Saimiri_oerstedii|Saimiri|NA|oerstedii|_S. o. citrinellus_ Thomas, 1904; _S. o. oerstedii_ (Reinhardt, 1873)|Chrysothrix örstedii
Hapalemur_griseus|Hapalemur|NA|griseus|_H. g. gilberti_ Rabarivola, Prosper, Zaramody, Andriaholinirina & Hauwy, 2007; _H. g. griseus_ (Link, 1795) (synonyms: _cinereus_ (Desmarest, 1821), _olivaceus_ Geoffroy Saint-Hilaire, 1851, _schlegeli_ Pocock, 1917); _H. g. ranomafanensis_ Rabarivola, Prosper, Zaramody, Andriaholinirina & Hauwy, 2007|Lemur griseus
Varecia_variegata|Varecia|NA|variegata|_V. v. editorum_ (Osman Hill, 1953); _V. v. subcincta_ (Smith, 1833); _V. v. variegata_ (Kerr, 1792) (synonyms: _vari_ (Muirhead, 1819), _varia_ (Geoffroy Saint-Hilaire, 1851))|Lemur Macaco variegatus
Euoticus_pallidus|Euoticus|NA|pallidus|_E. p. pallidus_ (Gray, 1863); _E. p. talboti_ (Dollman, 1910)|Otogale pallida
Galago_senegalensis|Galago|NA|senegalensis|_G. s. braccatus_ Elliot, 1907; _G. s. dunni_ Dollman, 1910; _G. s. senegalensis_ Geoffroy Saint-Hilaire, 1796 (synonyms: _acaciarum_ Lesson, 1840, _albipes_ Dollman, 1909, _calago_ (Shaw, 1800), _camerounensis_ Monard, 1951, _galago_ (Cuvier, 1797), _geoffroyi_ Fischer, 1806, _pupulus_ Elliot, 1910, _sennariensis_ (Wagner, 1853), _sennariensis_ Gray, 1863, _teng_ (Sundevall, 1843)); _G. s. sotikae_ Hollister, 1920|Galago Senegalensis
Otolemur_crassicaudatus|Otolemur|NA|crassicaudatus|_O. c. argentatus_ (Lönnberg, 1913) (synonyms: _lestradei_ (Schouteden, 1953)); _O. c. crassicaudatus_ (Geoffroy Saint-Hilaire, 1812) (synonyms: _zuluensis_ (Elliot, 1907)); _O. c. kirkii_ (Gray, 1865) (synonyms: _badius_ Matschie, 1906, _lonnbergi_ (Schwarz, 1930), _umbrosus_ (Thomas, 1917)); _O. c. monteiri_ (Bartlett, 1863)|Galago crassicaudatus
Otolemur_garnettii|Otolemur|NA|garnettii|_O. g. garnettii_ (Ogilby, 1838) (synonyms: _agisymbanus_ Coquerel, 1859); _O. g. kikuyuensis_ (Lönnberg, 1912); _O. g. lasiotis_ (Peters, 1877) (synonyms: _hindei_ (Elliot, 1907))|Otolicnus garnettii
Sciurocheirus_alleni|Sciurocheirus|NA|alleni|_S. a. alleni_ (Waterhouse, 1838); _S. a. cameronensis_ (Peters, 1876)|Galago Alleni
Loris_lydekkerianus|Loris|NA|lydekkerianus|_L. l. grandis_ Osman Hill & Phillips, 1932; _L. l. lydekkerianus_ Cabrera, 1908; _L. l. malabaricus_ Wroughton, 1917; _L. l. nordicus_ Osman Hill, 1933; _L. l. uva_ Gamage, Groves, Marikar, Turner, Padmalal & Kotagama, 2017|Loris lori lydekkerianus
Loris_tardigradus|Loris|NA|tardigradus|_L. t. nycticeboides_ Osman Hill, 1942; _L. t. parvus_ Gamage, Groves, Marikar, Turner, Padmalal & Kotagama, 2017; _L. t. tardigradus_ (Linnaeus, 1758) (synonyms: _ceylonicus_ (Desmarest, 1821), _ceylonicus_ Fischer, 1804, _gracilis_ Geoffroy Saint-Hilaire, 1796, _kolurus_ (Brünnich, 1782), _lori_ (Lesson, 1840), _lori_ (Zimmermann, 1780), _loris_ (Boddaert, 1785), _typicus_ (Lydekker, 1905), _zeylanicus_ Lydekker, 1905)|Lemur tardigradus
Perodicticus_ibeanus|Perodicticus|NA|ibeanus|_P. i. ibeanus_ Thomas, 1910 (synonyms: _arrhenii_ Lönnberg, 1917, _nebulosus_ Lorenz-Liburnau, 1917); _P. i. stockleyi_ Butynski & De Jong, 2007|Perodicticus ibeanus
Lepus_alleni|Lepus|NA|alleni|_L. a. alleni_ Mearns, 1890; _L. a. tiburonensis_ Townsend, 1912|Lepus alleni
Lepus_americanus|Lepus|NA|americanus|_L. a. americanus_ Erxleben, 1777 (synonyms: _bishopi_ Allen, 1899, _hudsonius_ Pallas, 1778, _nanus_ Schreber, 1789); _L. a. bairdii_ Hayden, 1869; _L. a. cascadensis_ Nelson, 1907; _L. a. columbiensis_ Rhoads, 1895; _L. a. dalli_ Merriam, 1900 (synonyms: _macfarlani_ Merriam, 1900, _niediecki_ Matschie, 1907, _saliens_ Osgood, 1900); _L. a. klamathensis_ Merriam, 1899; _L. a. oregonus_ Orr, 1934; _L. a. pallidus_ Cowan, 1938; _L. a. phaeonotus_ Allen, 1899; _L. a. pineus_ Dalquest, 1942; _L. a. seclusus_ Baker & Hankins, 1950 (synonyms: _setzeri_ Baker, 1959); _L. a. struthopus_ Bangs, 1898; _L. a. tahoensis_ Orr, 1933; _L. a. virginianus_ Harlan, 1825 (synonyms: _borealis_ Schinz, 1845, _wardii_ Schinz, 1825); _L. a. washingtonii_ Baird, 1855|Lepus americanus
Lepus_arcticus|Lepus|NA|arcticus|_L. a. andersoni_ Nelson, 1934; _L. a. arcticus_ Ross, 1819 (synonyms: _glacialis_ Leach, 1819); _L. a. bangsii_ Rhoads, 1896; _L. a. banksicola_ Manning & Macpherson, 1958; _L. a. groenlandicus_ Rhoads, 1896 (synonyms: _hyperboreus_ Pedersen, 1930, _persimilis_ Nelson, 1934); _L. a. hubbardi_ Handley, 1952; _L. a. labradorius_ Miller, 1899 (synonyms: _canus_ Preble, 1902); _L. a. monstrabilis_ Nelson, 1934; _L. a. porsildi_ Nelson, 1934|Lepus Arcticus
Lepus_brachyurus|Lepus|NA|brachyurus|_L. b. angustidens_ Hollister, 1912 (synonyms: _etigo_ Abe, 1918); _L. b. brachyurus_ Temminck, 1844; _L. b. okiensis_ Thomas, 1906|Lepus brachyurus
Lepus_californicus|Lepus|NA|californicus|_L. c. asellus_ Miller, 1899; _L. c. bennettii_ Gray, 1844; _L. c. californicus_ Gray, 1837 (synonyms: _vigilax_ Dice, 1926); _L. c. curti_ Hall, 1951; _L. c. deserticola_ Mearns, 1896 (synonyms: _depressus_ Hall & Whitlow, 1932); _L. c. eremicus_ Allen, 1894; _L. c. festinus_ Nelson, 1904; _L. c. insularis_ Bryant, 1891 (synonyms: _edwardsi_ Saint-Loup, 1895); _L. c. magdalenae_ Nelson, 1907; _L. c. martirensis_ Stowell, 1895; _L. c. melanotis_ Mearns, 1890; _L. c. merriami_ Mearns, 1896; _L. c. orthognathus_ Dice, 1925 (fossil); _L. c. richardsonii_ Bachman, 1839 (synonyms: _tularensis_ Merriam, 1904); _L. c. sheldoni_ Burt, 1933; _L. c. texianus_ Waterhouse, 1848 (synonyms: _griseus_ Mearns, 1896, _micropus_ Allen, 1903); _L. c. wallawalla_ Merriam, 1904; _L. c. xanti_ Thomas, 1898|Lepus californica
Lepus_callotis|Lepus|NA|callotis|_L. c. callotis_ Wagler, 1830 (synonyms: _mexicanus_ Lichtenstein, 1830, _nigricaudatus_ Bennett, 1833); _L. c. gaillardi_ Mearns, 1896 (synonyms: _battyi_ Allen, 1903)|Lepus callotis
Lepus_capensis|Lepus|NA|capensis|_L. c. aegyptius_ Geoffroy Saint-Hilaire, 1803 (synonyms: _abbotti_ Hollister, 1918, _chadensis_ Thomas & Wroughton, 1907, _dinderus_ Setzer, 1956); _L. c. aquilo_ Thomas & Wroughton, 1907 (synonyms: _bedfordi_ Roberts, 1932, _ermeloensis_ Roberts, 1932, _hartsensis_ Roberts, 1932, _vernayi_ Roberts, 1932); _L. c. arabicus_ Hemprich & Ehrenberg, 1833 (synonyms: _atallahi_ Harrison, 1972, _cheesmani_ Thomas, 1921, _jefferyi_ Harrison, 1980, _omanensis_ Thomas, 1894); _L. c. capensis_ Linnaeus, 1758 (synonyms: _arenarius_ Geoffroy Saint-Hilaire, 1826, _centralis_ Thomas, 1903, _ochropoides_ Roberts, 1929, _ochropus_ Wagner, 1844); _L. c. carpi_ Lundholm, 1955 (synonyms: _salae_ Jentink, 1880); _L. c. granti_ Thomas & Schwann, 1904 (synonyms: _kalaharicus_ Dollman, 1910, _langi_ Roberts, 1932, _major_ Grill, 1860, _mandatus_ Thomas, 1926, _narranus_ Thomas, 1926); _L. c. hawkeri_ Thomas, 1901; _L. c. isabellinus_ Cretzschmar, 1828 (synonyms: _aethiopicus_ Hemprich & Ehrenberg, 1833, _isabella_ Anonymous, 1825); _L. c. sinaiticus_ Hemprich & Ehrenberg, 1833 (synonyms: _innesi_ de Winton, 1902, _rothschildi_ de Winton, 1902)|Lepus capensis
Lepus_europaeus|Lepus|NA|europaeus|_L. e. aquilonius_ Blasius, 1842 (synonyms: _biarmicus_ Гептнер, 1948, _borealis_ Бобринский, Кузнецов & Кузякин, 1944, _campestris_ Bogdanov, 1871, _hybridus_ Desmarest, 1822, _hyemalis_ Eversmann, 1850, _tesquorum_ Огнёв & Воробьев, 1923, _tumac_ Eversmann, 1850, _tumak_ Tikhomirov & Korchagin, 1889); _L. e. carpathous_ De Beaux, 1929; _L. e. caspicus_ Ehrenberg, 1833 (synonyms: _kalmykorum_ Огнёв, 1929, _turgaicus_ Огнёв, 1940); _L. e. connori_ Robinson, 1918 (synonyms: _astaricus_ Baloutch, 1979, _iranensis_ Goodwin, 1939); _L. e. creticus_ Barrett-Hamilton, 1903; _L. e. cyprius_ Barrett-Hamilton, 1903; _L. e. cyrensis_ Сатунин, 1905 (synonyms: _caucasicus_ Огнёв, 1929, _ghigii_ De Beaux, 1927, _lencoranicus_ Огнёв, 1940); _L. e. europaeus_ Pallas, 1778 (synonyms: _albus_ Bechstein, 1801, _argenteogrisea_ König-Warthausen, 1875, _cyanotis_ Blanchard, 1957, _flavus_ Bechstein, 1801, _niger_ Bechstein, 1801, _pyrenaicus_ Gray, 1843, _pyrenaicus_ Hilzheimer, 1906, _typicus_ de Winton, 1898); _L. e. euxinicus_ Аверьянов, 1994 (fossil); _L. e. gureevi_ Громов, 1952 (fossil); _L. e. judaeae_ (Gray, 1867); _L. e. karpathorum_ Hilzheimer, 1906; _L. e. medius_ Nilsson, 1820 (synonyms: _typicus_ Hilzheimer, 1908); _L. e. mursalogluae_ Albayrak & Demirbaş, 2019; _L. e. occidentalis_ de Winton, 1898; _L. e. orientalis_ Строганов & Юдин, 1956; _L. e. parnassius_ Miller, 1903 (synonyms: _niethammeri_ Wettstein, 1943); _L. e. rhodius_ Festa, 1914; _L. e. syriacus_ Hemprich & Ehrenberg, 1833; _L. e. transsylvanicus_ Matschie, 1901|Lepus europaeus
Lepus_granatensis|Lepus|NA|granatensis|_L. g. gallaecius_ Miller, 1907; _L. g. granatensis_ Rosenhauer, 1856 (synonyms: _hispanicus_ Fitzinger, 1867, _iturissius_ Miller, 1907, _lilfordi_ de Winton, 1898, _mediterraneus_ Machado y Nuñe, 1869, _meridionalis_ Graells, 1897); _L. g. solisi_ Palacios & Fernández, 1992|Lepus Granatensis
Lepus_microtis|Lepus|NA|microtis|_L. m. angolensis_ Thomas, 1904 (synonyms: _ansorgei_ Thomas & Wroughton, 1905, _canopus_ Thomas & Hinton, 1921, _meridionalis_ Monard, 1933, _zairensis_ Hatt, 1935); _L. m. microtis_ Heuglin, 1865 (synonyms: _crawshayi_ de Winton, 1899, _kakumegae_ Heller, 1912, _raineyi_ Heller, 1912, _victoriae_ Thomas, 1893); _L. m. senegalensis_ (Rochebrune, 1883) (synonyms: _zechi_ Matschie, 1899); _L. m. whytei_ Thomas, 1894 (synonyms: _herero_ Thomas, 1926, _micklemi_ Chubb, 1908, _zuluensis_ Thomas & Schwann, 1905)|Lepus microtis
Lepus_nigricollis|Lepus|NA|nigricollis|_L. n. aryabertensis_ Hodgson, 1844; _L. n. dayanus_ Blanford, 1875 (synonyms: _cutchensis_ Kloss, 1918, _joongshaiensis_ Murray, 1884, _rajput_ Wroughton, 1918); _L. n. nigricollis_ Cuvier, 1823 (synonyms: _kurgosa_ Gray, 1843); _L. n. ruficaudatus_ Geoffroy Saint-Hilaire, 1826 (synonyms: _indicus_ Hodgson, 1840, _macrotus_ Hodgson, 1840, _tytleri_ Tytler, 1854); _L. n. sadiya_ Kloss, 1918 (synonyms: _mahadeva_ Wroughton & Ryley, 1913); _L. n. simcoxi_ Wroughton, 1912; _L. n. singhala_ Wroughton, 1915|Lepus nigricollis
Lepus_oiostolus|Lepus|NA|oiostolus|_L. o. hypsibius_ Blanford, 1875; _L. o. oiostolus_ Hodgson, 1840 (synonyms: _illuteus_ Thomas, 1914, _oemodias_ Gray, 1847, _oemodius_ Hodgson, 1840, _qusongensis_ Cai & Feng, 1982); _L. o. pallipes_ Hodgson, 1842 (synonyms: _grahami_ Howell, 1928, _kozlovi_ Сатунин, 1907, _sechuenensis_ de Winton, 1899); _L. o. przewalskii_ Сатунин, 1907 (synonyms: _qinghaiensis_ Cai & Feng, 1982, _tsaidamensis_ Hilzheimer, 1910)|Lepus Oïostolus
Lepus_othus|Lepus|NA|othus|_L. o. othus_ Merriam, 1900 (synonyms: _poadromus_ Merriam, 1900); _L. o. tschuktschorum_ Nordquist, 1883|Lepus othus
Lepus_peguensis|Lepus|NA|peguensis|_L. p. peguensis_ Blyth, 1855 (synonyms: _siamensis_ Bonhote, 1902); _L. p. vassali_ Thomas, 1906|Lepus peguensis
Lepus_saxatilis|Lepus|NA|saxatilis|_L. s. saxatilis_ Cuvier, 1823 (synonyms: _albaniensis_ Roberts, 1932, _aurantii_ Thomas & Hinton, 1923, _chiversi_ Roberts, 1929, _fumigatus_ Wagner, 1844, _grayi_ Fitzinger, 1867, _longicaudatus_ Gray, 1837, _megalotis_ Thomas & Schwann, 1905); _L. s. subrufus_ Roberts, 1913 (synonyms: _bechuanae_ Roberts, 1932, _chobiensis_ Roberts, 1932, _damarensis_ Roberts, 1926, _gungunyanae_ Roberts, 1914, _khanensis_ Roberts, 1946, _ngamiensis_ Roberts, 1932, _nigrescens_ Roberts, 1932, _orangensis_ Kolbe, 1948, _rufinucha_ Smith, 1829, _timidus_ Smith, 1826)|Lepus saxatilis
Lepus_sinensis|Lepus|NA|sinensis|_L. s. formosus_ Thomas, 1908; _L. s. sinensis_ Gray, 1832 (synonyms: _flaviventris_ (Allen, 1927)); _L. s. yuenshanensis_ Shih, 1930|Lepus sinensis
Lepus_tibetanus|Lepus|NA|tibetanus|_L. t. craspedotis_ Blanford, 1875; _L. t. pamirensis_ Günther, 1875; _L. t. stoliczkanus_ Blanford, 1875 (synonyms: _kaschgaricus_ Сатунин, 1907, _quercerus_ Hollister, 1912, _zaisanicus_ Сатунин, 1907); _L. t. tibetanus_ Waterhouse, 1841 (synonyms: _biddulphi_ Blanford, 1877)|Lepus tibetanus
Lepus_timidus|Lepus|NA|timidus|_L. t. ainu_ Barrett-Hamilton, 1900; _L. t. anglicus_ Hinton, 1909; _L. t. begitschevi_ Koljuschev, 1936; _L. t. gichiganus_ Allen, 1903; _L. t. gmelini_ Аверьянов & Kuzmina, 1993 (fossil); _L. t. hibernicus_ Bell, 1837 (synonyms: _lutescens_ Barrett-Hamilton, 1900); _L. t. kamtschaticus_ Dybowski, 1922; _L. t. kolymensis_ Огнёв, 1922; _L. t. kozhevnikovi_ Огнёв, 1929; _L. t. lugubris_ Кащенко, 1899 (synonyms: _altaicus_ Barrett-Hamilton, 1900, _altaicus_ Gray, 1843); _L. t. mordeni_ Goodwin, 1933; _L. t. orii_ Kuroda, 1928 (synonyms: _rubustus_ Urita, 1935, _saghaliensis_ Abe, 1931); _L. t. ponticus_ Аверьянов, 1994 (fossil); _L. t. praetimidus_ Kretzoi, 1969 (fossil); _L. t. scoticus_ Hilzheimer, 1906 (synonyms: _albus_ Leach, 1816); _L. t. tanaiticus_ Гуреев, 1964 (holocene); _L. t. timidus_ Linnaeus, 1758 (synonyms: _abei_ Kuroda, 1938, _algidus_ Pallas, 1778, _alpinus_ Erxleben, 1777, _borealis_ Pallas, 1778, _canescens_ Nilsson, 1844, _collinus_ Nilsson, 1831, _hybridus_ Gmelin, 1788, _niger_ Gmelin, 1788, _septentrionalis_ Link, 1795, _sylvaticus_ Nilsson, 1831, _typicus_ Barrett-Hamilton, 1900, _variabilis_ Pallas, 1778); _L. t. transbaikalicus_ Огнёв, 1929; _L. t. varronis_ Miller, 1901 (synonyms: _alpinus_ Gervais, 1859, _breviauritus_ Hilzheimer, 1906); _L. t. vereschagini_ Аверьянов, 1995 (fossil); _L. t. wuermensis_ Koby, 1960 (fossil)|Lepus timidus
Lepus_tolai|Lepus|NA|tolai|_L. t. aurigineus_ Hollister, 1912; _L. t. buchariensis_ Огнёв, 1922 (synonyms: _desertorum_ Огнёв & Гептнер, 1928, _habibi_ Baloutch, 1979); _L. t. centrasiaticus_ Сатунин, 1907 (synonyms: _gansuicus_ Сатунин, 1907); _L. t. cheybani_ Baloutch, 1979 (synonyms: _petteri_ Baloutch, 1979); _L. t. cinnamomeus_ Shamel, 1940; _L. t. filchneri_ Matschie, 1908 (synonyms: _brevinasus_ Allen, 1909, _sowerbyae_ Hollister, 1912, _subluteus_ Thomas, 1908); _L. t. lehmanni_ Северцов, 1873 (synonyms: _aralensis_ Северцов, 1861, _turcomanus_ Гептнер, 1934); _L. t. swinhoei_ Thomas, 1894 (synonyms: _stegmanni_ Matschie, 1908); _L. t. tolai_ Pallas, 1778 (synonyms: _butlerowi_ Bogdanov, 1882, _gobicus_ Сатунин, 1907, _huangshuiensis_ Luo, 1982, _kessleri_ Bogdanov, 1882); _L. t. wongi_ Yang, 1927 (fossil)|Lepus tolai
Lepus_townsendii|Lepus|NA|townsendii|_L. t. campanius_ Hollister, 1915 (synonyms: _campestris_ Bachman, 1837); _L. t. townsendii_ Bachman, 1839 (synonyms: _sierrae_ Merriam, 1904)|Lepus Townsendii
Oryctolagus_cuniculus|Oryctolagus|NA|cuniculus|_O. c. algirus_ (Loche, 1867); _O. c. brachyotus_ Trouessart, 1917; _O. c. cnossius_ Bate, 1906; _O. c. cuniculus_ (Linnaeus, 1758) (synonyms: _albus_ (Fitzinger, 1867), _campestris_ (Meyer, 1790), _dasypus_ (Gloger, 1841), _ferus_ (Kerr, 1792), _fodiens_ (Gray, 1867), _niger_ (Fitzinger, 1867), _rufescens_ (Fitzinger, 1867), _varius_ (S.D.W., 1836), _vermicula_ (Gray, 1843), _vernicularis_ (Thompson, 1837)); _O. c. domesticus_ (Gmelin, 1788) (synonyms: _albus_ (Kerr, 1792), _angorensis_ (Erxleben, 1777), _argenteus_ (Erxleben, 1777), _kreyenbergi_ (Honigmann, 1913), _magellanicus_ (Lesson, 1826), _niger_ (Kerr, 1792), _nigripes_ (Bartlett, 1857), _russicus_ (Gmelin, 1788), _russus_ (Erxleben, 1777), _saccatus_ (Kerr, 1792), _sericeus_ (Kerr, 1792), _variegatus_ (Kerr, 1792), _varius_ (Fitzinger, 1867)); _O. c. grenalensis_ Donard, 1981 (fossil); _O. c. habetensis_ Cabrera, 1923 (synonyms: _oreas_ Cabrera, 1922); _O. c. huxleyi_ (Haeckel, 1874); _O. c. lunellensis_ Donard, 1981 (fossil)|Lepus Cuniculus
Pronolagus_crassicaudatus|Pronolagus|NA|crassicaudatus|_P. c. crassicaudatus_ (Geoffroy Saint-Hilaire, 1832) (synonyms: _kariegae_ Hewitt, 1927); _P. c. ruddi_ Thomas & Schwann, 1905 (synonyms: _lebombo_ Roberts, 1936)|Lepus crassicaudatus
Pronolagus_randensis|Pronolagus|NA|randensis|_P. r. caucinus_ Thomas, 1929 (synonyms: _ekmani_ Lundholm, 1955, _fitzsimonsi_ Roberts, 1938, _kaokensis_ Roberts, 1946, _kobosensis_ Roberts, 1938, _waterbergensis_ Hoesch & Lehmann, 1956); _P. r. randensis_ Jameson, 1907 (synonyms: _capricornis_ Roberts, 1926, _makapani_ Roberts, 1924, _powelli_ Roberts, 1924); _P. r. whitei_ Roberts, 1938|Pronolagus Ruddi randensis
Pronolagus_rupestris|Pronolagus|NA|rupestris|_P. r. curryi_ (Thomas, 1902); _P. r. nyikae_ (Thomas, 1902); _P. r. rupestris_ (Smith, 1834) (synonyms: _australis_ Roberts, 1933, _melanurus_ (Rüppell, 1842), _mulleri_ Roberts, 1938); _P. r. vallicola_ Kershaw, 1924|Lepus rupestris
Sylvilagus_aquaticus|Sylvilagus|NA|aquaticus|_S. a. aquaticus_ (Bachman, 1837) (synonyms: _attwateri_ (Allen, 1895), _telmalemonus_ (Elliot, 1899)); _S. a. littoralis_ Nelson, 1909|Lepus aquaticus
Sylvilagus_audubonii|Sylvilagus|NA|audubonii|_S. a. arizonae_ (Allen, 1877) (synonyms: _laticinctus_ (Elliot, 1904), _major_ (Mearns, 1896), _rufipes_ (Elliot, 1904), _sanctidiegi_ (Miller, 1899)); _S. a. audubonii_ (Baird, 1857) (synonyms: _vallicola_ Nelson, 1907); _S. a. baileyi_ (Merriam, 1897) (synonyms: _neomexicanus_ Nelson, 1907); _S. a. confinis_ (Allen, 1898); _S. a. goldmani_ (Nelson, 1904); _S. a. minor_ (Mearns, 1896) (synonyms: _parvulus_ (Allen, 1904)); _S. a. pix_ Dice, 1925 (fossil); _S. a. warreni_ Nelson, 1907 (synonyms: _cedrophilus_ Nelson, 1907)|Lepus audubonii
Sylvilagus_bachmani|Sylvilagus|NA|bachmani|_S. b. bachmani_ (Waterhouse, 1839) (synonyms: _macrorhinus_ Orr, 1935, _riparius_ Orr, 1935, _trowbridgii_ (Baird, 1855), _virgulti_ Dice, 1926); _S. b. cerrosensis_ (Allen, 1898); _S. b. cinerascens_ (Allen, 1890) (synonyms: _mariposae_ Grinnell & Storer, 1916); _S. b. exiguus_ Nelson, 1907; _S. b. howelli_ Huey, 1927 (synonyms: _peninsularis_ (Allen, 1898), _rosaphagus_ Huey, 1940); _S. b. mansuetus_ Nelson, 1907; _S. b. ubericolor_ (Miller, 1899) (synonyms: _tehamae_ Orr, 1935)|Lepus Bachmani
Sylvilagus_brasiliensis|Sylvilagus|NA|brasiliensis|_S. b. brasiliensis_ (Linnaeus, 1758) (synonyms: _braziliensis_ (Waterhouse, 1848), _nigricaudatus_ Bennett, 1833, _tapeti_ (Pallas, 1778)); _S. b. caracasensis_ Mondolfi & Méndez Arocha, 1957; _S. b. defilippi_ (Cornalia, 1849) (synonyms: _inca_ Thomas, 1913, _peruanus_ Hershkovitz, 1950); _S. b. gibsoni_ Thomas, 1918 (synonyms: _paraguensis_ Thomas, 1901); _S. b. minensis_ Thomas, 1901; _S. b. paraguensis_ Thomas, 1901 (synonyms: _chapadae_ Thomas, 1904)|Lepus brasiliensis
Sylvilagus_cunicularius|Sylvilagus|NA|cunicularius|_S. c. cunicularius_ (Waterhouse, 1848) (synonyms: _pacificus_ (Nelson, 1904), _veraecrucis_ (Thomas, 1890)); _S. c. insolitus_ (Allen, 1890); _S. c. leptocephalus_ Diersing & Wilson, 2025|Lepus cunicularius
Sylvilagus_floridanus|Sylvilagus|NA|floridanus|_S. f. alacer_ (Bangs, 1896) (synonyms: _mearnsii_ (Allen, 1894), _similis_ Nelson, 1907); _S. f. avius_ Osgood, 1910; _S. f. aztecus_ (Allen, 1890) (synonyms: _chiapensis_ (Nelson, 1904)); _S. f. chapmani_ (Allen, 1899) (synonyms: _caniclunis_ (Miller, 1899), _llanensis_ Blair, 1938, _simplicicanus_ (Miller, 1902)); _S. f. connectens_ (Nelson, 1904) (synonyms: _russatus_ (Allen, 1904)); _S. f. cumanicus_ (Thomas, 1897) (synonyms: _continentis_ Osgood, 1912, _valenciae_ Thomas, 1914); _S. f. floridanus_ (Allen, 1890) (synonyms: _ammophilus_ Howell, 1939, _paulsoni_ Schwartz, 1956); _S. f. macrocorpus_ Diersing & Wilson, 1980; _S. f. mallurus_ (Thomas, 1898) (synonyms: _hitchensi_ Mearns, 1911, _sylvaticus_ (Bachman, 1837)); _S. f. margaritae_ (Miller, 1898); _S. f. nigronuchalis_ (Hartert, 1894); _S. f. orinoci_ Thomas, 1900; _S. f. orizabae_ (Merriam, 1893) (synonyms: _persultator_ (Elliot, 1903), _restrictus_ Nelson, 1907, _subcinctus_ (Miller, 1899)); _S. f. purgatus_ Thomas, 1920; _S. f. superciliaris_ (Allen, 1899) (synonyms: _boylei_ Allen, 1916)|Lepus sylvaticus floridanus
Sylvilagus_gabbi|Sylvilagus|NA|gabbi|_S. g. gabbi_ (Allen, 1877) (synonyms: _consobrinus_ Anthony, 1917, _messorius_ Goldman, 1912, _tumacus_ (Allen, 1908)); _S. g. truei_ (Allen, 1890)|Lepus brasiliensis var. gabbi
Sylvilagus_holzneri|Sylvilagus|NA|holzneri|_S. h. hesperius_ Hoffmeister & Lee, 1963; _S. h. holzneri_ (Mearns, 1896) (synonyms: _cognatus_ Nelson, 1907, _durangae_ (Allen, 1903), _rigidus_ (Mearns, 1896)); _S. h. robustus_ (Bailey, 1905) (synonyms: _nelsoni_ Baker, 1955)|Lepus sylvaticus holzneri
Sylvilagus_nuttallii|Sylvilagus|NA|nuttallii|_S. n. grangeri_ (Allen, 1895); _S. n. nuttallii_ (Bachman, 1837) (synonyms: _artemesia_ (Bachman, 1839), _perplicatus_ (Elliot, 1904)); _S. n. pinetis_ (Allen, 1894)|Lepus Nuttallii
Sylvilagus_palustris|Sylvilagus|NA|palustris|_S. p. hefneri_ Lazell, 1984; _S. p. paludicola_ (Miller & Bangs, 1894); _S. p. palustris_ (Bachman, 1837) (synonyms: _douglasii_ (Gray, 1837))|Lepus palustris
Ochotona_alpina|Ochotona|Pika|alpina|_O. a. alpina_ (Pallas, 1773) (synonyms: _pica_ (Voigt, 1819), _pika_ (Smith, 1842)); _O. a. changaica_ Огнёв, 1940; _O. a. nanula_ Яхонтов & Формозов, 1992; _O. a. sayanica_ Яхонтов & Формозов, 1992; _O. a. sushkini_ Thomas, 1924|Lepus alpinus
Ochotona_cansus|Ochotona|Ochotona|cansus|_O. c. cansus_ Lyon, 1907; _O. c. morosa_ Thomas, 1912; _O. c. sorella_ Thomas, 1908; _O. c. stevensi_ Osgood, 1932|Ochotona cansus
