sci_name|genus|subgenus|specific_epithet|subspecies|original_name_combination
Caluromys_derbianus|Caluromys|Mallodelphys|derbianus|NA|Didelphys Derbianus
Caluromys_lanatus|Caluromys|Mallodelphys|lanatus|_C. l. lanatus_ (Olfers, 1818) (synonyms: _cahyensis_ (Matschie, 1917), _laniger_ (Desmarest, 1821), _vitalinus_ (Miranda-Ribeiro, 1936)); _C. l. ochropus_ (Wagner, 1842) (synonyms: _bartletti_ (Matschie, 1917), _cicur_ (Bangs, 1898), _jivaro_ (Thomas, 1913), _juninensis_ (Matschie, 1917), _meridensis_ (Matschie, 1917), _modestus_ (Miranda-Ribeiro, 1936), _nattereri_ (Matschie, 1917), _ornatus_ (Tschudi, 1845))|Didelphys lanata
Caluromys_philander|Caluromys|Caluromys|philander|NA|Didelphis Philander
Marmosa_adleri|Marmosa|Micoureus|adleri|NA|Marmosa (Micoureus) adleri
Marmosa_alstoni|Marmosa|Micoureus|alstoni|NA|Caluromys alstoni
Marmosa_andersoni|Marmosa|Stegomarmosa|andersoni|NA|Marmosa (Stegomarmosa) andersoni
Marmosa_chachapoya|Marmosa|Stegomarmosa|chachapoya|NA|Marmosa (Stegomarmosa) chachapoya
Marmosa_constantiae|Marmosa|Micoureus|constantiae|NA|Marmosa constantiae
Marmosa_demerarae|Marmosa|Micoureus|demerarae|NA|Marmosa cinerea demerarae
Marmosa_germana|Marmosa|Micoureus|germana|NA|Marmosa germana
Marmosa_isthmica|Marmosa|Exulomarmosa|isthmica|NA|Marmosa isthmica
Marmosa_jansae|Marmosa|Micoureus|jansae|NA|Marmosa jansae
Marmosa_lepida|Marmosa|Stegomarmosa|lepida|NA|Didelphys (Micoureus) lepida
Marmosa_macrotarsus|Marmosa|Marmosa|macrotarsus|NA|Didelphys macrotarsus
Marmosa_mexicana|Marmosa|Exulomarmosa|mexicana|NA|Marmosa murina mexicana
Marmosa_murina|Marmosa|Marmosa|murina|NA|Didelphis murina
Marmosa_nicaraguae|Marmosa|Micoureus|nicaraguae|NA|Marmosa cinerea nicaraguae
Marmosa_paraguayana|Marmosa|Micoureus|paraguayana|NA|Marmosa cinerea paraguayana
Marmosa_parda|Marmosa|Micoureus|parda|NA|Marmosa germana parda
Marmosa_perplexa|Marmosa|Micoureus|perplexa|NA|Marmosa perplexa
Marmosa_phaea|Marmosa|Micoureus|phaea|NA|Marmosa phaea
Marmosa_rapposa|Marmosa|Micoureus|rapposa|NA|Marmosa rapposa
Marmosa_robinsoni|Marmosa|Exulomarmosa|robinsoni|NA|Marmosa robinsoni
Marmosa_rubra|Marmosa|Eomarmosa|rubra|NA|Marmosa rubra
Marmosa_rutteri|Marmosa|Micoureus|rutteri|NA|Marmosa rutteri
Marmosa_simonsi|Marmosa|Exulomarmosa|simonsi|NA|Marmosa Simonsi
Marmosa_tyleriana|Marmosa|Marmosa|tyleriana|NA|Marmosa tyleriana
Marmosa_waterhousei|Marmosa|Marmosa|waterhousei|NA|Didelphys waterhousii
Marmosa_xerophila|Marmosa|Exulomarmosa|xerophila|NA|Marmosa xerophila
Marmosa_zeledoni|Marmosa|Exulomarmosa|zeledoni|NA|Marmosa zeledoni
Monodelphis_adusta|Monodelphis|Mygalodelphys|adusta|NA|Peramys adustus
Monodelphis_americana|Monodelphis|Microdelphys|americana|NA|Sorex americanus
Monodelphis_arlindoi|Monodelphis|Monodelphis|arlindoi|NA|Monodelphis arlindoi
Monodelphis_brevicaudata|Monodelphis|Monodelphis|brevicaudata|NA|Didelphis brevicaudata
Monodelphis_dimidiata|Monodelphis|Monodelphiops|dimidiata|NA|Didelphys dimidiata
Monodelphis_domestica|Monodelphis|Monodelphis|domestica|NA|Didelphys domestica
Monodelphis_emiliae|Monodelphis|Pyrodelphys|emiliae|NA|Peramys emiliae
Monodelphis_gardneri|Monodelphis|Microdelphys|gardneri|NA|Monodelphis gardneri
Monodelphis_glirina|Monodelphis|Monodelphis|glirina|NA|Didelphys glirina
Monodelphis_handleyi|Monodelphis|Mygalodelphys|handleyi|NA|Monodelphis handleyi
Monodelphis_iheringi|Monodelphis|Microdelphys|iheringi|NA|Didelphys (Peramys) Iheringi
Monodelphis_kunsi|Monodelphis|Mygalodelphys|kunsi|NA|Monodelphis (Monodelphis) kunsi
Monodelphis_osgoodi|Monodelphis|Mygalodelphys|osgoodi|NA|Monodelphis peruvianus osgoodi
Monodelphis_palliolata|Monodelphis|Monodelphis|palliolata|NA|Peramys palliolatus
Monodelphis_peruviana|Monodelphis|Mygalodelphys|peruviana|NA|Peramys peruvianus
Monodelphis_pinocchio|Monodelphis|Mygalodelphys|pinocchio|NA|Monodelphis pinocchio
Monodelphis_reigi|Monodelphis|Mygalodelphys|reigi|NA|Monodelphis reigi
Monodelphis_ronaldi|Monodelphis|Mygalodelphys|ronaldi|NA|Monodelphis ronaldi
Monodelphis_saci|Monodelphis|Mygalodelphys|saci|NA|Monodelphis (Mygalodelphys) saci
Monodelphis_sanctaerosae|Monodelphis|Monodelphis|sanctaerosae|NA|Monodelphis sanctaerosae
Monodelphis_scalops|Monodelphis|Microdelphys|scalops|NA|Didelphys (Peramys) scalops
Monodelphis_touan|Monodelphis|Monodelphis|touan|NA|Mustela Touan
Monodelphis_unistriata|Monodelphis|Monodelphiops|unistriata|NA|Didelphys unistriata
Monodelphis_vossi|Monodelphis|Monodelphis|vossi|NA|Monodelphis (Monodelphis) vossi
Marmosops_bishopi|Marmosops|Sciophanes|bishopi|NA|Marmosa parvidens bishopi
Marmosops_carri|Marmosops|Sciophanes|carri|NA|Thylamys carri
Marmosops_caucae|Marmosops|Marmosops|caucae|NA|Marmosa caucae
Marmosops_chucha|Marmosops|Sciophanes|chucha|NA|Marmosops chucha
Marmosops_creightoni|Marmosops|Marmosops|creightoni|NA|Marmosops creightoni
Marmosops_fuscatus|Marmosops|Sciophanes|fuscatus|NA|Marmosa fuscata
Marmosops_handleyi|Marmosops|Sciophanes|handleyi|NA|Marmosa handleyi
Marmosops_incanus|Marmosops|Marmosops|incanus|NA|Didelphis incana
Marmosops_invictus|Marmosops|Sciophanes|invictus|NA|Marmosa invicta
Marmosops_juninensis|Marmosops|Sciophanes|juninensis|NA|Marmosa juninensis
Marmosops_magdalenae|Marmosops|Sciophanes|magdalenae|NA|Marmosops magdalenae
Marmosops_marina|Marmosops|Sciophanes|marina|NA|Marmosops (Sciophanes) marina
Marmosops_noctivagus|Marmosops|Marmosops|noctivagus|NA|Didelphys noctivaga
Marmosops_ocellatus|Marmosops|Marmosops|ocellatus|NA|Marmosa ocellata
Marmosops_ojastii|Marmosops|Sciophanes|ojastii|NA|Marmosops ojastii
Marmosops_pakaraimae|Marmosops|Sciophanes|pakaraimae|NA|Marmosops pakaraimae
Marmosops_parvidens|Marmosops|Sciophanes|parvidens|NA|Marmosa parvidens
Marmosops_paulensis|Marmosops|Marmosops|paulensis|NA|Marmosa incana paulensis
Marmosops_pinheiroi|Marmosops|Sciophanes|pinheiroi|NA|Marmosa parvidens pinheiroi
Marmosops_soinii|Marmosops|Marmosops|soinii|NA|Marmosops (Marmosops) soinii
Marmosops_woodalli|Marmosops|Sciophanes|woodalli|NA|Marmosa parvidens woodalli
Thylamys_bruchi|Thylamys|Thylamys|bruchi|NA|Marmosa bruchi
Thylamys_citellus|Thylamys|Thylamys|citellus|NA|Marmosa citella
Thylamys_elegans|Thylamys|Thylamys|elegans|NA|Didelphis elegans
Thylamys_karimii|Thylamys|Xerodelphys|karimii|NA|Marmosa karimii
Thylamys_macrurus|Thylamys|Thylamys|macrurus|NA|Didelphys macrura
Thylamys_pallidior|Thylamys|Thylamys|pallidior|NA|Marmosa elegans pallidior
Thylamys_pulchellus|Thylamys|Thylamys|pulchellus|NA|Marmosa janetta pulchella
Thylamys_pusillus|Thylamys|Thylamys|pusillus|NA|Didelphis pusilla
Thylamys_sponsorius|Thylamys|Thylamys|sponsorius|NA|Marmosa elegans sponsoria
Thylamys_tatei|Thylamys|Thylamys|tatei|NA|Marmosa tatei
Thylamys_velutinus|Thylamys|Xerodelphys|velutinus|NA|Didelphys velutina
Thylamys_venustus|Thylamys|Thylamys|venustus|NA|Marmosa elegans venusta
Microperoryctes_aplini|Microperoryctes|Ornoryctes|aplini|NA|Microperoryctes aplini
Microperoryctes_longicauda|Microperoryctes|Ornoryctes|longicauda|_M. l. dorsalis_ (Thomas, 1922); _M. l. longicauda_ (Peters & Doria, 1876)|Perameles longicauda
Microperoryctes_murinus|Microperoryctes|Microperoryctes|murinus|NA|Microperoryctes murina
Microperoryctes_ornatus|Microperoryctes|Ornoryctes|ornatus|_M. o. magnus_ (Laurie, 1952); _M. o. ornatus_ (Thomas, 1904)|Perameles ornata
Microperoryctes_papuensis|Microperoryctes|Ornoryctes|papuensis|NA|Peroryctes papuensis
Dasypus_beniensis|Dasypus|Hyperoambon|beniensis|NA|Dasypus kappleri beniensis
Dasypus_fenestratus|Dasypus|Dasypus|fenestratus|NA|Dasypus fenestratus
Dasypus_guianensis|Dasypus|Dasypus|guianensis|NA|Dasypus guianensis
Dasypus_kappleri|Dasypus|Hyperoambon|kappleri|NA|Dasypus Kappleri
Dasypus_mazzai|Dasypus|Dasypus|mazzai|NA|Dasypus mazzai
Dasypus_mexicanus|Dasypus|Dasypus|mexicanus|NA|Dasypus novemcinctus var. Mexicanus
Dasypus_novemcinctus|Dasypus|Dasypus|novemcinctus|NA|Dasypus novemcinctus
Dasypus_pastasae|Dasypus|Hyperoambon|pastasae|NA|Tatu pastasae
Dasypus_pilosus|Dasypus|Dasypus|pilosus|NA|Cryptophractus pilosus
Dasypus_sabanicola|Dasypus|Dasypus|sabanicola|NA|Dasypus sabanicola
Dasypus_septemcinctus|Dasypus|Muletia|septemcinctus|_D. s. cordobensis_ Feijó, Patterson & Cordeiro-Estrela, 2018; _D. s. hybridus_ (Desmarest, 1804) (synonyms: _auritus_ (Olfers, 1818), _auritus_ Illiger, 1815, _brevicauda_ Larrañaga, 1923); _D. s. septemcinctus_ Linnaeus, 1758 (synonyms: _megalolepis_ (Cope, 1889), _propalatus_ (Rhoads, 1894))|Dasypus septemcinctus
Bradypus_crinitus|Bradypus|Scaeopus|crinitus|NA|Bradypus crinitus
Bradypus_pygmaeus|Bradypus|Bradypus|pygmaeus|NA|Bradypus pygmaeus
Bradypus_torquatus|Bradypus|Scaeopus|torquatus|NA|Choloepus torquatus
Bradypus_tridactylus|Bradypus|Bradypus|tridactylus|NA|Bradypus tridactylus
Bradypus_variegatus|Bradypus|Bradypus|variegatus|NA|Bradypus variegatus
Chrysochloris_asiatica|Chrysochloris|Chrysochloris|asiatica|NA|Talpa asiatica
Chrysochloris_stuhlmanni|Chrysochloris|Kilimatalpa|stuhlmanni|_C. s. balsaci_ Lamotte & Petter, 1981; _C. s. fosteri_ (St. Leger, 1931); _C. s. stuhlmanni_ Matschie, 1894; _C. s. tropicalis_ (Allen & Loveridge, 1927); _C. s. vermiculus_ Thomas, 1910|Chrysochloris stuhlmanni
Chrysochloris_visagiei|Chrysochloris|Chrysochloris|visagiei|NA|Chrysochloris visagiei
Theropithecus_gelada|Theropithecus|Theropithecus|gelada|_T. g. gelada_ (Rüppell, 1835) (synonyms: _ruppellii_ (Gray, 1843), _senex_ Pucheran, 1857); _T. g. obscurus_ Heuglin, 1863|Macacus gelada
Mico_acariensis|Mico|Mico|acariensis|NA|Callithrix acariensis
Mico_argentatus|Mico|Mico|argentatus|NA|Simia argentata
Mico_chrysoleucos|Mico|Mico|chrysoleucos|NA|Hapale chrysoleucos
Mico_emiliae|Mico|Mico|emiliae|NA|Hapale emiliae
Mico_humeralifer|Mico|Mico|humeralifer|NA|Simia humeralifera
Mico_humilis|Mico|Callibella|humilis|NA|Callithrix humilis
Mico_intermedius|Mico|Mico|intermedius|NA|Callithrix humeralifer intermedius
Mico_leucippe|Mico|Mico|leucippe|NA|Mico leucippe
Mico_marcai|Mico|Mico|marcai|NA|Callithrix argentata marcai
Mico_mauesi|Mico|Mico|mauesi|NA|Callithrix mauesi
Mico_melanurus|Mico|Mico|melanurus|NA|Simia melanurus
Mico_munduruku|Mico|Mico|munduruku|NA|Mico munduruku
Mico_nigriceps|Mico|Mico|nigriceps|NA|Callithrix nigriceps
Mico_rondoni|Mico|Mico|rondoni|NA|Mico rondoni
Mico_saterei|Mico|Mico|saterei|NA|Callithrix saterei
Mico_schneideri|Mico|Mico|schneideri|NA|Mico schneideri
Saguinus_bicolor|Saguinus|Saguinus|bicolor|NA|Midas bicolor
Saguinus_cruzlimai|Saguinus|Leontocebus|cruzlimai|NA|Saguinus fuscicollis cruzlimai
Saguinus_fuscicollis|Saguinus|Leontocebus|fuscicollis|_S. f. avilapiresi_ Hershkovitz, 1966; _S. f. fuscicollis_ (Spix, 1823) (synonyms: _flavifrons_ (Geoffroy Saint-Hilaire & Deville, 1848)); _S. f. mura_ Röhe, Silva Júnior, Sampaio & Rylands, 2009; _S. f. primitivus_ Hershkovitz, 1977|Midas fuscicollis
Saguinus_fuscus|Saguinus|Leontocebus|fuscus|NA|Leontopithecus fuscus
Saguinus_geoffroyi|Saguinus|Oedipomidas|geoffroyi|NA|Hapale Geoffroyi
Saguinus_illigeri|Saguinus|Leontocebus|illigeri|NA|Hapale Illigeri
Saguinus_imperator|Saguinus|Tamarinus|imperator|NA|Midas imperator
Saguinus_inustus|Saguinus|Tamarinus|inustus|NA|Leontocebus midas inustus
Saguinus_kulina|Saguinus|Tamarinus|kulina|NA|Saguinus kulina
Saguinus_labiatus|Saguinus|Tamarinus|labiatus|_S. l. labiatus_ (Geoffroy Saint-Hilaire, 1812) (synonyms: _elegantulus_ (Slack, 1862), _griseovertex_ (Goeldi, 1907)); _S. l. rufiventer_ (Gray, 1843) (synonyms: _erythrogaster_ (Reichenbach, 1862)); _S. l. thomasi_ (Goeldi, 1907)|Simia labiata
Saguinus_lagonotus|Saguinus|Leontocebus|lagonotus|NA|Midas lagonotus
Saguinus_leucogenys|Saguinus|Leontocebus|leucogenys|NA|Midas leucogenys
Saguinus_leucopus|Saguinus|Oedipomidas|leucopus|NA|Hapale leucopus
Saguinus_martinsi|Saguinus|Saguinus|martinsi|_S. m. martinsi_ (Thomas, 1912); _S. m. ochraceus_ Hershkovitz, 1966|Leontocebus martinsi
Saguinus_midas|Saguinus|Saguinus|midas|NA|Simia Midas
Saguinus_mystax|Saguinus|Tamarinus|mystax|NA|Midas mystax
Saguinus_niger|Saguinus|Saguinus|niger|NA|Sagouin niger
Saguinus_nigricollis|Saguinus|Leontocebus|nigricollis|_S. n. graellsi_ (Jiménez de la Espada, 1870); _S. n. hernandezi_ Hershkovitz, 1982; _S. n. nigricollis_ (Spix, 1823) (synonyms: _rufoniger_ (Geoffroy Saint-Hilaire & Deville, 1848))|Midas nigricollis
Saguinus_nigrifrons|Saguinus|Leontocebus|nigrifrons|NA|Hapale nigrifrons
Saguinus_oedipus|Saguinus|Oedipomidas|oedipus|NA|Simia Oedipus
Saguinus_pileatus|Saguinus|Tamarinus|pileatus|_S. p. pileatus_ (Geoffroy Saint-Hilaire & Deville, 1848) (synonyms: _juruanus_ (Ihering, 1904)); _S. p. pluto_ (Lönnberg, 1926)|Midas pileatus
Saguinus_subgrisescens|Saguinus|Tamarinus|subgrisescens|NA|Mystax imperator subgrisescens
Saguinus_tripartitus|Saguinus|Leontocebus|tripartitus|NA|Midas tripartitus
Saguinus_ursula|Saguinus|Saguinus|ursula|NA|Saguinus Ursula
Saguinus_weddellii|Saguinus|Leontocebus|weddellii|_S. w. crandalli_ Hershkovitz, 1966; _S. w. melanoleucus_ (Miranda-Ribeiro, 1912) (synonyms: _acrensis_ (Carvalho, 1957), _hololeucus_ (Pinto, 1937)); _S. w. weddellii_ (Deville, 1849) (synonyms: _imberbis_ (Lönnberg, 1940), _purillus_ (Thomas, 1914))|Midas Weddellii
Ochotona_alpina|Ochotona|Pika|alpina|_O. a. alpina_ (Pallas, 1773) (synonyms: _pica_ (Voigt, 1819), _pika_ (Smith, 1842)); _O. a. changaica_ Огнёв, 1940; _O. a. nanula_ Яхонтов & Формозов, 1992; _O. a. sayanica_ Яхонтов & Формозов, 1992; _O. a. sushkini_ Thomas, 1924|Lepus alpinus
Ochotona_argentata|Ochotona|Pika|argentata|NA|Ochotona (Pika) alpina argentata
Ochotona_cansus|Ochotona|Ochotona|cansus|_O. c. cansus_ Lyon, 1907; _O. c. morosa_ Thomas, 1912; _O. c. sorella_ Thomas, 1908; _O. c. stevensi_ Osgood, 1932|Ochotona cansus
Ochotona_collaris|Ochotona|Pika|collaris|NA|Lagomys collaris
Ochotona_coreana|Ochotona|Pika|coreana|NA|Ochotona (Pika) coreanus
Ochotona_curzoniae|Ochotona|Ochotona|curzoniae|NA|Lagomys Curzoniæ
Ochotona_dauurica|Ochotona|Ochotona|dauurica|_O. d. dauurica_ (Pallas, 1776); _O. d. huangensis_ (Matschie, 1908) (synonyms: _annectens_ Miller, 1911, _bedfordi_ Thomas, 1908, _shaanxiensis_ Xu & Wang, 1992); _O. d. latibullata_ Соколов, Ivanitskaya, Gruzdev & Heptner, 1994; _O. d. mursaevi_ Банников, 1951|Lepus dauuricus
Ochotona_erythrotis|Ochotona|Conothoa|erythrotis|_O. e. brookei_ Allen, 1937; _O. e. calloceps_ Pen & Feng, 1962; _O. e. erythrotis_ (Büchner, 1890) (synonyms: _vulpina_ Howell, 1928); _O. e. gloveri_ Thomas, 1922; _O. e. kamensis_ Аргиропуло, 1948; _O. e. muliensis_ Pen & Feng, 1962|Lagomys erythrotis
Ochotona_flatcalvariam|Ochotona|Alienauroa|flatcalvariam|NA|Ochotona flatcalvariam
Ochotona_forresti|Ochotona|Conothoa|forresti|_O. f. forresti_ Thomas, 1923; _O. f. osgoodi_ Anthony, 1941 (synonyms: _gaoligongensis_ Wang & Gong, 1988, _nigritia_ Gong & Wang, 2000)|Ochotona forresti
Ochotona_galunglaensis|Ochotona|Conothoa|galunglaensis|NA|Ochotona galunglaensis
Ochotona_hoffmanni|Ochotona|Pika|hoffmanni|NA|Ochotona alpina hoffmanni
Ochotona_huanglongensis|Ochotona|Alienauroa|huanglongensis|NA|Ochotona huanglongensis
Ochotona_hyperborea|Ochotona|Pika|hyperborea|_O. h. cinereoflava_ (Schrenck, 1859); _O. h. cinereofusca_ (Schrenck, 1859) (synonyms: _davanica_ Соколов, Ivanitskaya, Gruzdev & Гептнер, 1994, _stenorostrae_ Соколов, Ivanitskaya, Gruzdev & Heptner, 1994, _svatoshi_ Туров, 1924); _O. h. fedoseevi_ Lissovsky, 2021; _O. h. hyperborea_ (Pallas, 1811) (synonyms: _ferruginea_ (Schrenck, 1859), _kolymensis_ Allen, 1903, _litoralis_ (Peters, 1882), _minima_ Соколов, Ivanitskaya, Gruzdev & Heptner, 1994, _normalis_ (Schrenck, 1859), _shamani_ Соколов, Ivanitskaya, Gruzdev & Heptner, 1994); _O. h. uralensis_ Флёров, 1927 (synonyms: _naumovi_ Формозов & Яхонтов, 2003); _O. h. yesoensis_ Kishida, 1930 (synonyms: _convexa_ Kishida, 1933, _inukaii_ Kishida, 1933, _kamtschaticus_ (Dybowski, 1922), _kinuta_ Kishida, 1933, _kobayashii_ Kishida, 1930, _ornata_ Kishida, 1930, _rufa_ Kishida, 1933, _sadakei_ Kishida, 1933, _yezoensis_ Inukai, 1931, _yoshikurai_ Kishida, 1932)|Lepus hyperboreus
Ochotona_iliensis|Ochotona|Conothoa|iliensis|NA|Ochotona iliensis
Ochotona_koslowi|Ochotona|Conothoa|koslowi|NA|Lagomys koslowi
Ochotona_ladacensis|Ochotona|Conothoa|ladacensis|NA|Lagomys ladacensis
Ochotona_legbona|Ochotona|Conothoa|legbona|NA|Ochotona legbona
Ochotona_macrotis|Ochotona|Conothoa|macrotis|_O. m. aurita_ (Blanford, 1875) (synonyms: _mitchelli_ Agrawal & Chakraborty, 1971, _sacana_ Thomas, 1914); _O. m. chinensis_ Thomas, 1911; _O. m. gomchee_ Lissovsky, 2017; _O. m. macrotis_ (Günther, 1875) (synonyms: _grisea_ (Blanford, 1875))|Lagomys macrotis
Ochotona_mantchurica|Ochotona|Pika|mantchurica|_O. m. loukashkini_ Lissovsky, 2015|Ochotona (Pika) hyperborea mantchurica
Ochotona_nubrica|Ochotona|Ochotona|nubrica|_O. n. lhasaensis_ Feng & Kao, 1974 (synonyms: _yarlungensis_ Liu, Jin, Liao & Sun, 2017); _O. n. nubrica_ Thomas, 1922 (synonyms: _lama_ Mitchell & Punzo, 1976)|Ochotona nubrica
Ochotona_opaca|Ochotona|Pika|opaca|NA|Ochotona pricei opaca
Ochotona_pallasii|Ochotona|Pika|pallasii|_O. p. hamica_ Thomas, 1912; _O. p. pallasii_ (Gray, 1867); _O. p. pricei_ Thomas, 1911; _O. p. sunidica_ Ma, Lin & Li, 1980|Ogotoma pallasii
Ochotona_princeps|Ochotona|Pika|princeps|_O. p. fenisex_ Osgood, 1913 (synonyms: _brooksi_ Howell, 1924, _brunnescens_ Howell, 1919, _fumosa_ Howell, 1919, _littoralis_ Cowan, 1954, _minima_ (Lord, 1863), _septentrionalis_ Cowan & Racey, 1947); _O. p. princeps_ (Richardson, 1828) (synonyms: _clamosa_ Hall & Bowlus, 1938, _cuppes_ Bangs, 1899, _figginsi_ Allen, 1912, _goldmani_ Howell, 1924, _howelli_ Borell, 1931, _lemhi_ Howell, 1919, _levis_ Hollister, 1912, _lutescens_ Howell, 1919, _nevadensis_ Howell, 1919, _obscura_ Long, 1965, _saturata_ Cowan, 1954, _ventorum_ Howell, 1919, _wasatchensis_ Durrant & Lee, 1955); _O. p. saxatilis_ Bangs, 1899 (synonyms: _incana_ Howell, 1919, _lasalensis_ Durrant & Lee, 1955, _nigrescens_ Bailey, 1913); _O. p. schisticeps_ (Merriam, 1889) (synonyms: _albata_ Grinnell, 1912, _cinnamomea_ Allen, 1905, _fuscipes_ Howell, 1919, _jewetti_ Howell, 1919, _muiri_ Grinnell & Storer, 1916, _sheltoni_ Grinnell, 1918, _taylori_ Grinnell, 1912, _tutelata_ Hall, 1934); _O. p. uinta_ Hollister, 1912 (synonyms: _barnesi_ Durrant & Lee, 1955, _moorei_ Gardner, 1950, _utahensis_ Hall & Hayward, 1941)|Lepus (Lagomys) princeps
Ochotona_pusilla|Ochotona|Lagotona|pusilla|_O. p. aktogaiensis_ Savinov, 1981 (fossil); _O. p. angustifrons_ Аргиропуло, 1932; _O. p. liubini_ Ербаева & Baryshnikov, 1988 (fossil); _O. p. occidentalis_ Ербаева, Montuire & Chaline, 2001 (fossil); _O. p. pusilla_ (Pallas, 1769) (synonyms: _minutus_ (Pallas, 1771)); _O. p. spelaea_ (Owen, 1844) (fossil); _O. p. tanaitica_ Ербаева, 1988 (fossil)|Leporis pusilli
Ochotona_qionglaiensis|Ochotona|Ochotona|qionglaiensis|NA|Ochotona qionglaiensis
Ochotona_roylii|Ochotona|Conothoa|roylii|_O. r. duoxionglaensis_ Chen & Li, 2009; _O. r. nepalensis_ (Hodgson, 1841) (synonyms: _himalayana_ Feng, 1973); _O. r. roylii_ (Ogilby, 1839) (synonyms: _baltina_ Thomas, 1922, _hodgsonii_ (Blyth, 1841), _wardi_ Bonhote, 1904)|Lagomys Roylii
Ochotona_rufescens|Ochotona|Conothoa|rufescens|_O. r. regina_ Thomas, 1911 (synonyms: _shukurovi_ Гептнер, 1961); _O. r. rufescens_ (Gray, 1842) (synonyms: _vulturna_ Thomas, 1920)|Lagomys rufescens
Ochotona_rutila|Ochotona|Conothoa|rutila|NA|Lagomys rutilus
Ochotona_sacraria|Ochotona|Alienauroa|sacraria|NA|Ochotona thibetana sacraria
Ochotona_sikimaria|Ochotona|Ochotona|sikimaria|NA|Ochotona sikimaria
Ochotona_syrinx|Ochotona|Alienauroa|syrinx|NA|Ochotona syrinx
Ochotona_thibetana|Ochotona|Ochotona|thibetana|_O. t. fengii_ Lissovsky, Yatsentyuk & Koju, 2018; _O. t. nangqenica_ Zheng, Liu & Pi, 1980; _O. t. thibetana_ (Milne-Edwards, 1871)|Lagomys thibetanus
Ochotona_thomasi|Ochotona|Ochotona|thomasi|NA|Ochotona thomasi
Ochotona_turuchanensis|Ochotona|Pika|turuchanensis|NA|Ochotona (Pika) hyperborea turuchanensis
Ochotona_vizier|Ochotona|Conothoa|vizier|NA|Ochotona rufescens vizier
Coendou_baturitensis|Coendou|Coendou|baturitensis|NA|Coendou baturitensis
Coendou_bicolor|Coendou|Sphiggurus|bicolor|NA|Sphingurus bicolor
Coendou_ichillus|Coendou|Caaporamys|ichillus|NA|Coendou ichillus
Coendou_insidiosus|Coendou|Sphiggurus|insidiosus|NA|Hystrix insidiosa
Coendou_longicaudatus|Coendou|Coendou|longicaudatus|_C. l. boliviensis_ (Gray, 1850) (synonyms: _centralis_ Thomas, 1904); _C. l. longicaudatus_ Daudin, 1802 (synonyms: _brandtii_ (Jentink, 1879), _cuandu_ (Desmarest, 1822), _sanctaemartae_ Allen, 1904)|Coendou longicaudatus
Coendou_melanurus|Coendou|Caaporamys|melanurus|NA|Cercolabes melanurus
Coendou_mexicanus|Coendou|Coendou|mexicanus|NA|Hystrix mexicana
Coendou_nycthemera|Coendou|Sphiggurus|nycthemera|NA|Hystrix nycthemera
Coendou_prehensilis|Coendou|Coendou|prehensilis|NA|Hystrix prehensilis
Coendou_pruinosus|Coendou|Caaporamys|pruinosus|NA|Coendou pruinosus
Coendou_quichua|Coendou|Coendou|quichua|NA|Coendou quichua
Coendou_roosmalenorum|Coendou|Caaporamys|roosmalenorum|NA|Coendou roosmalenorum
Coendou_rothschildi|Coendou|Coendou|rothschildi|NA|Coendou Rothschildi
Coendou_rufescens|Coendou|Coendou|rufescens|NA|Erethizon (Echinoprocta) rufescens
Coendou_speratus|Coendou|Sphiggurus|speratus|NA|Coendou speratus
Coendou_spinosus|Coendou|Sphiggurus|spinosus|NA|Sphiggure spinosa
Coendou_vestitus|Coendou|Caaporamys|vestitus|NA|Coendou vestitus
Coendou_vossi|Coendou|Coendou|vossi|NA|Coendou vossi
Hystrix_africaeaustralis|Hystrix|Hystrix|africaeaustralis|NA|Hystrix Africae australis
Hystrix_brachyura|Hystrix|Acanthion|brachyura|_H. b. bengalensis_ Blyth, 1851; _H. b. brachyura_ Linnaeus, 1758 (synonyms: _grotei_ (Gray, 1866), _longicauda_ Marsden, 1784, _malaccensis_ (Linnaeus, 1766), _muelleri_ Marshall, 1871); _H. b. hodgsonii_ (Gray, 1847) (synonyms: _alopha_ Hodgson, 1847); _H. b. punungensis_ Van Weers, 2003 (fossil); _H. b. subcristata_ Swinhoe, 1871 (synonyms: _klossi_ (Thomas, 1916), _millsi_ (Thomas, 1922), _papae_ (Allen, 1927)); _H. b. vinogradovi_ Аргиропуло, 1941 (fossil; synonyms: _atava_ Jánossy, 1972, _kudarensis_ Baryshnikov & Baranova, 1982, _minor_ Malez, 1963, _schaubi_ Brunner, 1954); _H. b. yunnanensis_ Anderson, 1879|Hystrix brachyura
Hystrix_crassispinis|Hystrix|Thecurus|crassispinis|NA|Hystrix crassispinis
Hystrix_cristata|Hystrix|Hystrix|cristata|NA|Hystrix cristata
Hystrix_indica|Hystrix|Hystrix|indica|NA|Hystrix cristata indica
Hystrix_javanica|Hystrix|Acanthion|javanica|NA|Acanthion Javanicum
Hystrix_pumila|Hystrix|Thecurus|pumila|NA|Hystrix pumila
Hystrix_sumatrae|Hystrix|Thecurus|sumatrae|NA|Thecurus sumatræ
