sci_name|genus|subgenus|specific_epithet|subspecies|original_name_combination
Perognathus_merriami|Perognathus|Perognathus|merriami|_P. m. gilvus_ Osgood, 1900; _P. m. merriami_ Allen, 1892 (synonyms: _mearnsi_ Allen, 1896)|Perognathus merriami
Perognathus_mollipilosus|Perognathus|Cricetodipus|mollipilosus|NA|Perognathus mollipilosus
Perognathus_parvus|Perognathus|Cricetodipus|parvus|_P. p. columbianus_ Merriam, 1894; _P. p. laingi_ Anderson, 1932; _P. p. lordi_ (Gray, 1868); _P. p. parvus_ (Peale, 1849) (synonyms: _monticola_ Baird, 1857); _P. p. yakimensis_ Broadbooks, 1954|Cricetodipus parvus
Pygeretmus_platyurus|Pygeretmus|Pygeretmus|platyurus|NA|Dipus platurus
Pygeretmus_pumilio|Pygeretmus|Alactagulus|pumilio|_P. p. bullatoides_ Шенброт, 1995; _P. p. iliensis_ Шенброт, 1995; _P. p. potanini_ (Виноградов, 1926); _P. p. pumilio_ (Kerr, 1792) (synonyms: _acontion_ (Pallas, 1811), _aralensis_ (Огнёв, 1948), _brachyotis_ (Ostrouchov, 1889), _dinniki_ (Сатунин, 1920), _minor_ (Pallas, 1779), _minutus_ (Desmarest, 1817), _pallidus_ (Виноградов, 1941), _pygmaeus_ (Pallas, 1779), _tanaiticus_ (Огнёв, 1948), _turcomanus_ (Гептнер & Самородов, 1939)); _P. p. selevini_ Шенброт, 1995|Dipus sibiricus pumilio
Pygeretmus_shitkovi|Pygeretmus|Pygeretmus|shitkovi|NA|Alactagulus shitkovi
Salpingotus_crassicauda|Salpingotus|Anguistodontus|crassicauda|NA|Salpingotus crassicauda
Salpingotus_heptneri|Salpingotus|Prosalpingotus|heptneri|NA|Salpingotus heptneri
Salpingotus_kozlovi|Salpingotus|Salpingotus|kozlovi|NA|Salpingotus Kozlovi
Salpingotus_michaelis|Salpingotus|Salpingotulus|michaelis|NA|Salpingotus michaelis
Salpingotus_pallidus|Salpingotus|Prosalpingotus|pallidus|NA|Salpingotus (Prosalpingotus) pallidus
Salpingotus_thomasi|Salpingotus|Prosalpingotus|thomasi|NA|Salpingotus thomasi
Jaculus_blanfordi|Jaculus|Jaculus|blanfordi|_J. b. blanfordi_ (Murray, 1884) (synonyms: _thaleri_ Darvish & Hosseinie, 2005); _J. b. margianus_ Шенброт, 1990; _J. b. turcmenicus_ Виноградов & Bondar', 1949|Dipus Blanfordi
Jaculus_hirtipes|Jaculus|Jaculus|hirtipes|NA|Dipus hirtipes
Jaculus_jaculus|Jaculus|Jaculus|jaculus|NA|Mus Jaculus
Jaculus_loftusi|Jaculus|Jaculus|loftusi|_J. l. loftusi_ (Blanford, 1875); _J. l. vocator_ Thomas, 1921 (synonyms: _florentiae_ Cheesman & Hinton, 1924, _oralis_ Cheesman & Hinton, 1924, _syrius_ Thomas, 1922)|Dipus Loftusi
Jaculus_orientalis|Jaculus|Haltomys|orientalis|_J. o. gerboa_ (Olivier, 1800) (synonyms: _aegyptius_ (Kerr, 1792), _aegyptius_ (Lichtenstein, 1830), _bipes_ (Schinz, 1821), _locusta_ (Lichtenstein, 1828)); _J. o. mauritanicus_ (Duvernoy, 1841); _J. o. orientalis_ Erxleben, 1777|Jaculus orientalis
Alexandromys_alpinus|Alexandromys|Alexandromys|alpinus|NA|Alexandromys mongolicus alpinus
Alexandromys_evoronensis|Alexandromys|Alexandromys|evoronensis|NA|Microtus evoronensis
Alexandromys_fortis|Alexandromys|Alexandromys|fortis|_A. f. calamorum_ (Thomas, 1902); _A. f. dolichocephalus_ (Mori, 1930); _A. f. fortis_ (Büchner, 1890) (synonyms: _superus_ (Thomas, 1911)); _A. f. fujianensis_ (Hong, 1981); _A. f. michnoi_ (Кащенко, 1910) (synonyms: _pelliceus_ (Thomas, 1911)); _A. f. uliginosus_ (Jones & Johnson, 1955)|Microtus fortis
Alexandromys_kikuchii|Alexandromys|Yushanomys|kikuchii|NA|Microtus Kikuchii
Alexandromys_limnophilus|Alexandromys|Oecomicrotus|limnophilus|_A. l. limnophilus_ (Büchner, 1890) (synonyms: _flaviventris_ (Сатунин, 1903), _malcolmi_ (Thomas, 1911)); _A. l. malygini_ (Courant, Brunet-Lecomte, Volobouev, Chaline, Quéré, Nadachowski, Montuire, Bao, Viriot, Rausch, Ербаева, Shi & Giraudoux, 1999)|Microtus limnophilus
Alexandromys_maximowiczii|Alexandromys|Alexandromys|maximowiczii|_A. m. maximowiczii_ (Schrenck, 1859); _A. m. ungurensis_ (Кащенко, 1912)|Arvicola Maximowiczii
Alexandromys_middendorffii|Alexandromys|Alexandromys|middendorffii|_A. m. hyperboreus_ (Виноградов, 1933) (synonyms: _swerevi_ (Скалон, 1935)); _A. m. middendorffii_ (Поляков, 1881) (synonyms: _baicalensis_ (Фетисов, 1941), _obscurus_ (Eversmann, 1841), _tasensis_ (Скалон, 1935)); _A. m. ryphaeus_ (Гептнер, 1948) (synonyms: _uralensis_ (Виноградов & Аргиропуло, 1941), _uralensis_ (Скалон, 1935))|Arvicola Middendorffii
Alexandromys_mongolicus|Alexandromys|Alexandromys|mongolicus|NA|Arvicola mongolicus
Alexandromys_montebelli|Alexandromys|incertae sedis|montebelli|NA|Arvicola Montebelli
Alexandromys_mujanensis|Alexandromys|Alexandromys|mujanensis|NA|Microtus mujanensis
Alexandromys_oeconomus|Alexandromys|Oecomicrotus|oeconomus|NA|Mus oeconomus
Alexandromys_sachalinensis|Alexandromys|Alexandromys|sachalinensis|NA|Microtus sachalinensis
Alexandromys_shantaricus|Alexandromys|Alexandromys|shantaricus|_A. s. gromovi_ (Воронцов, Боескоров, Lyapunova & Revin, 1988); _A. s. shantaricus_ (Огнёв, 1929)|Microtus oeconomus shantaricus
Chionomys_gud|Chionomys|Protochionomys|gud|NA|Microtus gud
Chionomys_lasistanius|Chionomys|Protochionomys|lasistanius|NA|Microtus (Chionomys) gud lasistanius
Chionomys_nivalis|Chionomys|Chionomys|nivalis|NA|Arvicola nivalis
Chionomys_roberti|Chionomys|Protochionomys|roberti|NA|Microtus Roberti
Chionomys_stekolnikovi|Chionomys|Chionomys|stekolnikovi|NA|Chionomys stekolnikovi
Lasiopodomys_brandtii|Lasiopodomys|Lasiopodomys|brandtii|_L. b. brandtii_ (Radde, 1861) (synonyms: _aga_ (Кащенко, 1912), _warringtoni_ (Miller, 1913)); _L. b. hangaicus_ (Банников, 1948)|Arvicola (Hypudaeus) Brandtii
Lasiopodomys_mandarinus|Lasiopodomys|Lemmimicrotus|mandarinus|_L. m. faeceus_ (Allen, 1924) (synonyms: _jeholensis_ (Mori, 1939)); _L. m. johannes_ (Thomas, 1910); _L. m. kishidai_ (Mori, 1930); _L. m. mandarinus_ (Milne-Edwards, 1871) (synonyms: _pullus_ (Miller, 1911)); _L. m. vinogradovi_ (Фетисов, 1936)|Arvicola mandarinus
Microtus_abbreviatus|Microtus|Mynomes|abbreviatus|_M. a. abbreviatus_ Miller, 1899; _M. a. andersoni_ Rand, 1945; _M. a. cantator_ Anderson, 1947; _M. a. fisheri_ Merriam, 1900; _M. a. miurus_ Osgood, 1901 (synonyms: _paneaki_ Rausch, 1950); _M. a. muriei_ Nelson, 1931; _M. a. oreas_ Osgood, 1907|Microtus abbreviatus
Microtus_afghanus|Microtus|Blanfordimys|afghanus|_M. a. afghanus_ Thomas, 1912; _M. a. balchanensis_ Гептнер & Шукуров, 1950; _M. a. dangarinensis_ Голенищев & Саблина, 1991|Microtus (Phaiomys) afghanus
Microtus_agrestis|Microtus|Euarvicola|agrestis|NA|Mus agrestis
Microtus_anatolicus|Microtus|Microtus|anatolicus|NA|Microtus anatolicus
Microtus_arvalis|Microtus|Microtus|arvalis|NA|Mus arvalis
Microtus_brachycercus|Microtus|Terricola|brachycercus|NA|Pitymys savii brachycercus
Microtus_bucharensis|Microtus|Blanfordimys|bucharensis|_M. b. bucharensis_ Виноградов, 1930; _M. b. davydovi_ Голенищев & Саблина, 1991|Microtus (Phaiomys) bucharensis
Microtus_cabrerae|Microtus|Iberomys|cabrerae|NA|Microtus Cabrerae
Microtus_californicus|Microtus|Mynomes|californicus|_M. c. aequivocatus_ Osgood, 1928; _M. c. aestuarinus_ Kellogg, 1918; _M. c. californicus_ (Peale, 1849) (synonyms: _edax_ (Le Conte, 1853), _trowbridgii_ (Baird, 1857)); _M. c. constrictus_ Bailey, 1900; _M. c. eximius_ Kellogg, 1918; _M. c. grinnelli_ Huey, 1931; _M. c. halophilus_ von Bloeker, 1937; _M. c. huperuthrus_ Elliot, 1903 (synonyms: _perplexabilis_ Grinnell, 1926); _M. c. kernensis_ Kellogg, 1918; _M. c. mariposae_ Kellogg, 1918; _M. c. mohavensis_ Kellogg, 1918; _M. c. paludicola_ Hatfield, 1935; _M. c. sanctidiegi_ Kellogg, 1922 (synonyms: _neglectus_ Kellogg, 1918); _M. c. sanpabloensis_ Thaeler, 1961; _M. c. scirpensis_ Bailey, 1900; _M. c. stephensi_ von Bloeker, 1932; _M. c. vallicola_ Bailey, 1898|Arvicola californica
Microtus_canicaudus|Microtus|Mynomes|canicaudus|NA|Microtus canicaudus
Microtus_chrotorrhinus|Microtus|Mynomes|chrotorrhinus|_M. c. carolinensis_ Komarek, 1932; _M. c. chrotorrhinus_ (Miller, 1894); _M. c. ravus_ Bangs, 1898|Arvicola chrotorrhinus
Microtus_daghestanicus|Microtus|Terricola|daghestanicus|NA|Microtus (Arbusticola) rubelianus daghestanicus
Microtus_dogramacii|Microtus|Microtus|dogramacii|_M. d. dogramacii_ Kefelioğlu & Kryštufek, 1999 (synonyms: _elbeyli_ Yiğit, Çolak & Sözen, 2016); _M. d. qazvinensis_ Голенищев, 2003|Microtus dogramacii
Microtus_drummondii|Microtus|Mynomes|drummondii|_M. d. admiraltiae_ Heller, 1909; _M. d. alcorni_ Baker, 1951; _M. d. aphorodemus_ Preble, 1902; _M. d. aztecus_ (Allen, 1893); _M. d. chihuahuensis_ Bradley & Cockrum, 1968; _M. d. drummondii_ (Audubon & Bachman, 1854) (synonyms: _arcticus_ Cowan, 1951, _stonei_ Allen, 1899); _M. d. finitus_ Anderson, 1956; _M. d. funebris_ Dale, 1940; _M. d. insperatus_ (Allen, 1894) (synonyms: _wahema_ Bailey, 1920); _M. d. kincaidi_ Dalquest, 1941; _M. d. microcephalus_ (Rhoads, 1894); _M. d. modestus_ (Baird, 1857); _M. d. pullatus_ Anderson, 1956; _M. d. rubidus_ Dale, 1940; _M. d. tananaensis_ Baker, 1951; _M. d. uligocola_ Anderson, 1956|Arvicola Drummondii
Microtus_dukecampbelli|Microtus|Mynomes|dukecampbelli|NA|Microtus pennsylvanicus dukecampbelli
Microtus_duodecimcostatus|Microtus|Terricola|duodecimcostatus|NA|Arvicola duodecimcostatus
Microtus_felteni|Microtus|Terricola|felteni|NA|Pitymys savii felteni
Microtus_fingeri|Microtus|Terricola|fingeri|NA|Pitymys majori fingeri
Microtus_guatemalensis|Microtus|Mynomes|guatemalensis|NA|Microtus guatemalensis
Microtus_guentheri|Microtus|Microtus|guentheri|NA|Arvicola guentheri
Microtus_hartingi|Microtus|Microtus|hartingi|NA|Microtus (Microtus) Hartingi
Microtus_ilaeus|Microtus|Microtus|ilaeus|_M. i. igromovi_ Мейер & Голенищев, 1996; _M. i. ilaeus_ Thomas, 1912 (synonyms: _kirgisorum_ Огнёв, 1950)|Microtus ilaeus
Microtus_irani|Microtus|Microtus|irani|_M. i. darvishi_ Mahmoudi, Голенищев, Маликов, Arslan, Pavlova, Petrova & Kryštufek, 2022; _M. i. irani_ Thomas, 1921|Microtus irani
Microtus_kermanensis|Microtus|Microtus|kermanensis|NA|Microtus kermanensis
Microtus_lavernedii|Microtus|Euarvicola|lavernedii|NA|Arvicola lavernedii
Microtus_liechtensteini|Microtus|Terricola|liechtensteini|NA|Pitymys liechtensteini
Microtus_longicaudus|Microtus|Mynomes|longicaudus|_M. l. abditus_ Howell, 1923; _M. l. alticolus_ (Merriam, 1890); _M. l. angusticeps_ Bailey, 1898; _M. l. baileyi_ Goldman, 1938; _M. l. bernardinus_ Merriam, 1908; _M. l. coronarius_ Swarth, 1911; _M. l. halli_ Ellerman, 1941 (synonyms: _angustus_ Hall, 1931); _M. l. incanus_ Lee & Durrant, 1960; _M. l. latus_ Hall, 1931; _M. l. leucophaeus_ (Allen, 1894); _M. l. littoralis_ Swarth, 1933; _M. l. longicaudus_ (Merriam, 1888) (synonyms: _cautus_ Allen, 1899, _mordax_ (Merriam, 1891)); _M. l. macrurus_ Merriam, 1898; _M. l. sierrae_ Kellogg, 1922; _M. l. vellerosus_ Allen, 1899|Arvicola (Mynomes) longicaudus
Microtus_lusitanicus|Microtus|Terricola|lusitanicus|NA|Arvicola (Microtus) lusitanicus
Microtus_majori|Microtus|Terricola|majori|NA|Microtus (Pitymys) Majori
Microtus_mexicanus|Microtus|Mynomes|mexicanus|_M. m. fulviventer_ Merriam, 1898; _M. m. fundatus_ Hall, 1948; _M. m. madrensis_ Goldman, 1938; _M. m. mexicanus_ (Saussure, 1861); _M. m. neveriae_ Hooper, 1955; _M. m. ocotensis_ Álvarez Solórzano & Hernández-Chávez, 1993; _M. m. phaeus_ (Merriam, 1892); _M. m. salvus_ Hall, 1948; _M. m. subsimus_ Goldman, 1938|Arvicola (Hemiotomys) mexicanus
Microtus_mogollonensis|Microtus|Mynomes|mogollonensis|_M. m. guadalupensis_ Bailey, 1902; _M. m. hualpaiensis_ Goldman, 1938; _M. m. mogollonensis_ (Mearns, 1890); _M. m. navaho_ Benson, 1934|Arvicola mogollonensis
Microtus_montanus|Microtus|Mynomes|montanus|_M. m. amosus_ Hall & Hayward, 1941; _M. m. arizonensis_ Bailey, 1898; _M. m. canescens_ Bailey, 1898; _M. m. codiensis_ Anderson, 1954; _M. m. dutcheri_ Bailey, 1898 (synonyms: _yosemite_ Grinnell, 1914); _M. m. fucosus_ Hall, 1935; _M. m. fusus_ Hall, 1938; _M. m. micropus_ Hall, 1935; _M. m. montanus_ (Peale, 1849) (synonyms: _longirostris_ (Baird, 1857)); _M. m. nanus_ (Merriam, 1891) (synonyms: _caryi_ Bailey, 1917, _nexus_ Hall & Hayward, 1941); _M. m. nevadensis_ Bailey, 1898; _M. m. pratincolus_ Hall & Kelson, 1951; _M. m. rivularis_ Bailey, 1898; _M. m. undosus_ Hall, 1935; _M. m. zygomaticus_ Anderson, 1954|Arvicola montana
Microtus_multiplex|Microtus|Terricola|multiplex|NA|Arvicola subterraneus multiplex
Microtus_mustersi|Microtus|Microtus|mustersi|NA|Microtus mustersi
Microtus_mystacinus|Microtus|Microtus|mystacinus|NA|Arvicola mystacinus
Microtus_nebrodensis|Microtus|Terricola|nebrodensis|NA|Arvicola nebrodensis
Microtus_oaxacensis|Microtus|Mynomes|oaxacensis|NA|Microtus oaxacensis
Microtus_obscurus|Microtus|Microtus|obscurus|NA|Hypudaeus obscurus
Microtus_ochrogaster|Microtus|Mynomes|ochrogaster|_M. o. haydenii_ (Baird, 1857); _M. o. ludovicianus_ Bailey, 1900; _M. o. minor_ (Merriam, 1888) (synonyms: _merriami_ Kretzoi, 1958); _M. o. ochrogaster_ (Wagner, 1843) (synonyms: _austerus_ (Le Conte, 1853), _cinnamoneus_ (Baird, 1857)); _M. o. ohionensis_ Bole & Moulthrop, 1942; _M. o. similis_ Severinghaus, 1977; _M. o. taylori_ Hibbard & Rinker, 1943|Hypudaeus ochrogaster
Microtus_oregoni|Microtus|Mynomes|oregoni|_M. o. adocetus_ Merriam, 1908; _M. o. bairdi_ Merriam, 1897; _M. o. oregoni_ (Bachman, 1839) (synonyms: _cantwelli_ Taylor, 1920, _morosus_ Elliot, 1899); _M. o. serpens_ Merriam, 1897|Arvicola oregoni
Microtus_paradoxus|Microtus|Microtus|paradoxus|NA|Chilotus paradoxus
Microtus_pennsylvanicus|Microtus|Mynomes|pennsylvanicus|_M. p. acadicus_ Bangs, 1897; _M. p. breweri_ (Baird, 1857); _M. p. copelandi_ Youngman, 1967; _M. p. enixus_ Bangs, 1896; _M. p. fontigenus_ Bangs, 1896; _M. p. labradorius_ Bailey, 1898; _M. p. magdalenensis_ Youngman, 1967; _M. p. nigrans_ Rhoads, 1897; _M. p. pennsylvanicus_ (Ord, 1815) (synonyms: _alborufescens_ (Emmons, 1840), _dekayi_ (Audubon & Bachman, 1854), _fulvus_ (Audubon & Bachman, 1841), _hirsutis_ (Emmons, 1840), _insularis_ Bailey, 1898, _longipilis_ (Baird, 1857), _nasutus_ (Audubon & Bachman, 1841), _nesophilus_ Bailey, 1898, _noveboracensis_ (Rafinesque, 1820), _oneida_ (De Kay, 1842), _palustris_ (Harlan, 1825), _pratensis_ (Rafinesque, 1817), _riparius_ (Ord, 1825), _rufescens_ (De Kay, 1842), _rufidorsum_ (Baird, 1857)); _M. p. provectus_ Bangs, 1908; _M. p. shattucki_ Howe, 1901; _M. p. terraenovae_ (Bangs, 1894)|Mus Pennsylvanica
Microtus_pinetorum|Microtus|Mynomes|pinetorum|_M. p. auricularis_ Bailey, 1898; _M. p. carbonarius_ (Handley, 1952); _M. p. nemoralis_ Bailey, 1898; _M. p. parvulus_ (Howell, 1916); _M. p. pinetorum_ (Le Conte, 1830); _M. p. scalopsoides_ (Audubon & Bachman, 1841) (synonyms: _apella_ (Le Conte, 1853), _kennicottii_ (Baird, 1857)); _M. p. schmidti_ (Jackson, 1941)|Psammomys pinetorum
Microtus_pyrenaicus|Microtus|Terricola|pyrenaicus|NA|Arvicola pyrenaicus
Microtus_quasiater|Microtus|Mynomes|quasiater|NA|Arvicola (Pitymys) pinetorum, var. quasiater
Microtus_richardsoni|Microtus|Mynomes|richardsoni|_M. r. arvicoloides_ (Rhoads, 1894); _M. r. macropus_ (Merriam, 1891); _M. r. myllodontus_ Rasmussen & Chamberlain, 1959; _M. r. richardsoni_ (De Kay, 1842) (synonyms: _principalis_ Rhoads, 1895)|Arvicola richardsoni
Microtus_rossiaemeridionalis|Microtus|Microtus|rossiaemeridionalis|NA|Microtus arvalis rossiae-meridionalis
Microtus_rozianus|Microtus|Euarvicola|rozianus|NA|Arvicola rozianus
Microtus_savii|Microtus|Terricola|savii|NA|Arvicola Savii
Microtus_schelkovnikovi|Microtus|Microtus|schelkovnikovi|_M. s. dorothea_ (Ellerman, 1948); _M. s. schelkovnikovi_ Сатунин, 1908|Microtus schelkovnikovi
Microtus_schidlovskii|Microtus|Microtus|schidlovskii|_M. s. bateae_ Kretzoi, 1962; _M. s. karamani_ Kryštufek, Vohralík, Zima, Koubínová & Bužan, 2010; _M. s. schidlovskii_ Аргиропуло, 1933|Microtus (Sumeriomys) colchicus schidlovskii
Microtus_socialis|Microtus|Microtus|socialis|_M. s. aristovi_ Голенищев, 2002; _M. s. bogdoensis_ Wang & Ma, 1982; _M. s. goriensis_ Аргиропуло, 1935 (synonyms: _binominatus_ Ellerman, 1941, _colchicus_ Аргиропуло, 1932, _satunini_ (Огнёв, 1924)); _M. s. gravesi_ Goodwin, 1934; _M. s. nikolajevi_ Огнёв, 1950; _M. s. parvus_ Сатунин, 1901; _M. s. socialis_ (Pallas, 1773) (synonyms: _astrachanensis_ (Erxleben, 1777)); _M. s. zaitsevi_ Голенищев, 2002|Mus socialis
Microtus_subterraneus|Microtus|Terricola|subterraneus|NA|Arvicola subterraneus
Microtus_tatricus|Microtus|Terricola|tatricus|_M. t. tatricus_ (Kratochvíl, 1952); _M. t. zykovi_ (Загороднюк, 1989)|Pitymys tatricus
Microtus_thomasi|Microtus|Terricola|thomasi|_M. t. atticus_ (Miller, 1910) (synonyms: _byroni_ (Bolkay, 1926)); _M. t. thomasi_ Barrett-Hamilton, 1903|Microtus (Pitymys) Thomasi
Microtus_townsendii|Microtus|Mynomes|townsendii|_M. t. cowani_ Guiguet, 1955; _M. t. cummingi_ Hall, 1936; _M. t. laingi_ Anderson & Rand, 1943; _M. t. pugeti_ Dalquest, 1940; _M. t. tetramerus_ (Rhoads, 1894); _M. t. townsendii_ (Bachman, 1839) (synonyms: _occidentalis_ (Peale, 1849))|Arvicola Townsendii
Microtus_transcaspicus|Microtus|Microtus|transcaspicus|NA|Microtus transcaspicus
Microtus_umbrosus|Microtus|Mynomes|umbrosus|NA|Microtus umbrosus
Microtus_xanthognathus|Microtus|Mynomes|xanthognathus|NA|Arvicola xanthognatha
Microtus_yuldaschi|Microtus|Blanfordimys|yuldaschi|_M. y. carruthersi_ Thomas, 1909; _M. y. yuldaschi_ (Северцов, 1879) (synonyms: _pamirensis_ Miller, 1899, _thalassensis_ Sludsky, 1988)|Arvicola yuldaschi
Neodon_bershulaensis|Neodon|Phaiomys|bershulaensis|NA|Neodon bershulaensis
Neodon_bomiensis|Neodon|Phaiomys|bomiensis|NA|Neodon bomiensis
Neodon_chayuensis|Neodon|Phaiomys|chayuensis|NA|Neodon chayuensis
Neodon_clarkei|Neodon|Phaiomys|clarkei|NA|Microtus clarkei
Neodon_forresti|Neodon|Phaiomys|forresti|NA|Neodon forresti
Neodon_fuscus|Neodon|Phaiomys|fuscus|NA|Microtus Strauchi var. fuscus
Neodon_irene|Neodon|Phaiomys|irene|_N. i. irene_ (Thomas, 1911); _N. i. oniscus_ (Thomas, 1911)|Microtus irene
Neodon_konggordous|Neodon|Phaiomys|konggordous|NA|Neodon konggordous
Neodon_kulakangria|Neodon|Phaiomys|kulakangria|NA|Neodon kulakangria
Neodon_leucurus|Neodon|Phaiomys|leucurus|NA|Phaiomys leucurus
Neodon_lhozhagensis|Neodon|Neodon|lhozhagensis|NA|Neodon lhozhagensis
Neodon_liaoruii|Neodon|Neodon|liaoruii|NA|Neodon liaoruii
Neodon_linzhiensis|Neodon|Phaiomys|linzhiensis|NA|Neodon linzhiensis
Neodon_medogensis|Neodon|Phaiomys|medogensis|NA|Neodon medogensis
Neodon_minor|Neodon|Phaiomys|minor|NA|Neodon minor
Neodon_namchabarwaensis|Neodon|Neodon|namchabarwaensis|NA|Neodon namchabarwaensis
Neodon_nepalensis|Neodon|Neodon|nepalensis|NA|Neodon nepalensis
Neodon_nyalamensis|Neodon|Phaiomys|nyalamensis|NA|Neodon nyalamensis
Neodon_shergylaensis|Neodon|Neodon|shergylaensis|NA|Neodon shergylaensis
Neodon_sikimensis|Neodon|Neodon|sikimensis|NA|Neodon sikimensis
Alticola_albicauda|Alticola|Alticola|albicauda|NA|Arvicola albicauda
Alticola_argentatus|Alticola|Alticola|argentatus|_A. a. argentatus_ (Северцов, 1879) (synonyms: _alaicus_ Rosanov, 1935, _argurus_ (Thomas, 1909), _rosanovi_ Огнёв, 1940); _A. a. blanfordi_ (Scully, 1880); _A. a. phasma_ Miller, 1912; _A. a. severtzowi_ (Tikhomirov & Kurtchagin, 1889) (synonyms: _gracilis_ Кашкаров, 1923, _leucura_ (Северцов, 1873), _longicauda_ Кашкаров, 1923, _shnitnikovi_ Огнёв, 1940, _villosus_ Кашкаров, 1923); _A. a. subluteus_ Thomas, 1914 (synonyms: _sauricus_ Afanas'yev & Бажанов, 1948); _A. a. tarasovi_ Россолимо & Павлинов, 1992; _A. a. worthingtoni_ Miller, 1906|Arvicola argentata
Alticola_barakshin|Alticola|Alticola|barakshin|NA|Alticola barakshin
Alticola_kohistanicus|Alticola|Alticola|kohistanicus|NA|Alticola kohistanicus
Alticola_lemminus|Alticola|Aschizomys|lemminus|NA|Aschizomys lemminus
Alticola_macrotis|Alticola|Aschizomys|macrotis|_A. m. fetisovi_ Galkina & Epifantseva, 1988; _A. m. macrotis_ (Radde, 1861) (synonyms: _altaicus_ Виноградов, 1933, _vinogradovi_ Разоренова, 1933)|Arvicola macrotis
Alticola_montosus|Alticola|Alticola|montosus|NA|Arvicola montosa
Alticola_olchonensis|Alticola|Alticola|olchonensis|NA|Alticola argentatus olchonensis
Alticola_parvidens|Alticola|Alticola|parvidens|NA|Alticola roylei parvidens
Alticola_roylei|Alticola|Alticola|roylei|NA|Arvicola roylei
Alticola_semicanus|Alticola|Alticola|semicanus|_A. s. alleni_ Аргиропуло, 1933; _A. s. semicanus_ (Allen, 1924)|Microtus (Alticola) worthingtoni semicanus
Alticola_stoliczkanus|Alticola|Alticola|stoliczkanus|_A. s. bhatnagari_ Biswas & Khajuria, 1955; _A. s. lama_ (Barrett-Hamilton, 1900) (synonyms: _kaznakovi_ (Сатунин, 1903), _nanschanicus_ (Сатунин, 1903)); _A. s. stoliczkanus_ (Blanford, 1875) (synonyms: _acrophilus_ (Miller, 1899), _cricetulus_ (Miller, 1899), _stracheyi_ (Thomas, 1880))|Arvicola Stoliczkanus
Alticola_strelzovi|Alticola|Alticola|strelzovi|_A. s. desertorum_ (Кащенко, 1902) (synonyms: _alliarius_ (Eversmann, 1840), _desertorum_ (Огнёв, 1944)); _A. s. strelzovi_ (Кащенко, 1899) (synonyms: _depressus_ (Огнёв, 1944))|Microtus strelzovi
Alticola_tuvinicus|Alticola|Alticola|tuvinicus|_A. t. tuvinicus_ Огнёв, 1950|Alticola tuvinicus
Alticola_yarlungius|Alticola|Alticola|yarlungius|NA|Alticola yarlungia
Craseomys_andersoni|Craseomys|Phaulomys|andersoni|NA|Evotomys andersoni
Craseomys_regulus|Craseomys|Phaulomys|regulus|NA|Craseomys regulus
Craseomys_rex|Craseomys|Craseomys|rex|NA|Clethrionomys rex
Craseomys_rufocanus|Craseomys|Craseomys|rufocanus|_C. r. bedfordiae_ (Thomas, 1905) (synonyms: _akkeshii_ (Imaizumi, 1949), _bromleyi_ (Kostenko & Allenova, 1988), _kurilensis_ (Tokuda, 1932), _sikotanensis_ (Tokuda, 1935)); _C. r. rufocanus_ (Sundevall, 1847) (synonyms: _arsenjevi_ (Дукельская, 1928), _bargusinensis_ Туров, 1924, _changbaishanensis_ (Jang, Ma & Luo, 1993), _irkutensis_ (Огнёв, 1923), _jeholicus_ (Kuroda, 1939), _kamtschaticus_ (Lataste, 1884), _karafutoensis_ (Tokuda, 1940), _kolymensis_ (Огнёв, 1922), _latastei_ (Allen, 1903), _sibirica_ (Поляков, 1881), _ussuriensis_ (Огнёв, 1923), _wosnessenskii_ (Поляков, 1881)); _C. r. shanseius_ Thomas, 1908|Hypudaeus rufocanus
Craseomys_smithii|Craseomys|Phaulomys|smithii|NA|Evotomys (Phaulomys) Smithii
Anteliomys_chinensis|Anteliomys|Anteliomys|chinensis|NA|Microtus chinensis
Anteliomys_custos|Anteliomys|Anteliomys|custos|_A. c. cangshanensis_ (Wang & Li, 2000); _A. c. custos_ (Thomas, 1912); _A. c. ninglangensis_ (Wang & Li, 2000); _A. c. rubellus_ (Allen, 1924)|Microtus (Anteliomys) custos
Anteliomys_hintoni|Anteliomys|Ermites|hintoni|_A. h. hintoni_ (Osgood, 1932); _A. h. jinyangensis_ (Liu, 2018); _A. h. luojishanensis_ (Liu, 2018); _A. h. meiguensis_ (Liu, 2018)|Eothenomys (Anteliomys) custos hintoni
Anteliomys_olitor|Anteliomys|Anteliomys|olitor|_A. o. hypolitor_ (Wang & Li, 2000); _A. o. olitor_ (Thomas, 1911)|Microtus (Eothenomys) olitor
Anteliomys_proditor|Anteliomys|Anteliomys|proditor|NA|Eothenomys proditor
Anteliomys_tarquinius|Anteliomys|Ermites|tarquinius|NA|Microtus (Anteliomys) chinensis tarquinius
Anteliomys_wardi|Anteliomys|Anteliomys|wardi|NA|Microtus (Anteliomys) wardi
Dicrostonyx_groenlandicus|Dicrostonyx|Dicrostonyx|groenlandicus|_D. g. clarus_ Handley, 1953; _D. g. groenlandicus_ (Traill, 1823); _D. g. kilangmiutak_ Anderson & Rand, 1945; _D. g. lentus_ Handley, 1953; _D. g. rubricatus_ (Richardson, 1839) (synonyms: _alascensis_ Stone, 1900); _D. g. vinogradovi_ Огнёв, 1948|Mus Grœnlandicus
